id,name,loss_type,attack_time,attack_date,attack_lat,attack_lo,nationality,tonnage,complement,survivors,dead,commander,ship_name
32,U-32,Damaged,6.00.00 PM,9/1/1940,58.1,-12.55,British,8000,,,5,Hans Jenisch,HMS Fiji (58)
32,U-32,Damaged,6.09.00 AM,9/22/1940,55.14,-16.4,British,7886,56,56,0,Hans Jenisch,Collegian
32,U-32,Sunk,3.25.00 AM,9/25/1940,56.12,-23,British,6694,37,25,12,Hans Jenisch,Mabriton
37,U-37,Sunk,2.34.00 AM,9/28/1940,53.49,-24.19,British,6863,50,50,0,Victor Oehrn,Corrientes
32,U-32,Sunk,8.11.00 AM,9/26/1940,53.32,-24.35,Norwegian,6094,36,36,0,Hans Jenisch,Tancred
32,U-32,Sunk,1.37.00 PM,9/26/1940,53.27,-24.55,British,4084,37,0,37,Hans Jenisch,Darcoila
32,U-32,Sunk,4.09.00 PM,9/28/1940,54.37,-21.3,British,5759,34,32,2,Hans Jenisch,Empire Ocelot
32,U-32,Sunk,12.53.00 AM,9/29/1940,54,-21,British,5267,50,0,50,Hans Jenisch,Bassa
32,U-32,Sunk,3.02.00 PM,9/30/1940,53.34,-27.28,Dutch,3278,31,27,4,Hans Jenisch,Haulerwijk
32,U-32,Sunk,6.25.00 PM,10/2/1940,51.12,-24.22,British,4606,38,0,38,Hans Jenisch,Kayeson
32,U-32,Sunk,st 24,10/28/1940,55.16,-9.5,British,42348,623,578,45,Hans Jenisch,Empress of Britain
33,U-33,Sunk,3.55.00 PM,9/7/1939,49.05,-15.58,British,4060,33,33,0,Hans-Wilhelm von Dresky,Olivegrove
33,U-33,Sunk,7.00.00 AM,9/16/1939,48,-9.3,British,1567,,,0,Hans-Wilhelm von Dresky,Arkleside
33,U-33,Sunk,8.00.00 AM,9/24/1939,60.47,-6.2,British,287,11,11,0,Hans-Wilhelm von Dresky,Caldew
33,U-33,Sunk,10.30.00 AM,11/20/1939,,,British,276,12,12,0,Hans-Wilhelm von Dresky,Thomas Hankins
33,U-33,Sunk,10.30.00 AM,11/20/1939,,,British,250,13,13,0,Hans-Wilhelm von Dresky,Delphine
33,U-33,Sunk,10.30.00 AM,11/20/1939,,,British,329,12,12,0,Hans-Wilhelm von Dresky,Sea Sweeper
33,U-33,Sunk,9.20.00 AM,11/21/1939,,,British,287,12,7,5,Hans-Wilhelm von Dresky,Sulby
33,U-33,Sunk,9.20.00 AM,11/21/1939,,,British,276,13,0,13,Hans-Wilhelm von Dresky,William Humphries
33,U-33,Total Loss,3.30.00 PM,11/23/1939,59.33,-3.57,German,3670,,,4,Hans-Wilhelm von Dresky,Borkum
33,U-33,Sunk,8.45.00 AM,12/25/1939,51.2,-3.39,British,2473,25,12,13,Hans-Wilhelm von Dresky,Stanholme
33,U-33,Sunk,4.19.00 PM,1/16/1940,51.16,-3.43,British,9456,49,0,49,Hans-Wilhelm von Dresky,Inverdargle
34,U-34,Sunk,12.50.00 PM,9/7/1939,49.23,-7.49,British,5809,35,35,0,Wilhelm Rollmann,Pukkastan
34,U-34,Sunk,6.13.00 PM,9/8/1939,49.18,-8.13,British,5548,22,22,0,Wilhelm Rollmann,Kennebec
34,U-34,Captured,2.30.00 PM,9/24/1939,57.35,6.12,Estonian,1781,,,0,Wilhelm Rollmann,Hanonia
34,U-34,Sunk,6.00.00 AM,10/20/1939,61,0.48,Swedish,926,,,0,Wilhelm Rollmann,Gustaf Adolf
34,U-34,Sunk,10.58.00 AM,10/20/1939,60.5,0.15,British,2327,25,25,0,Wilhelm Rollmann,Sea Venture
34,U-34,Sunk,7.30.00 PM,10/27/1939,49.3,-12.15,British,5317,42,42,0,Wilhelm Rollmann,Bronte
34,U-34,Sunk,1.50.00 AM,10/29/1939,49.57,-7.37,British,7976,75,70,5,Wilhelm Rollmann,Malabar
34,U-34,Captured,7.00.00 PM,11/9/1939,,,Norwegian,3176,,,0,Wilhelm Rollmann,Snar
34,U-34,Sunk,,1/20/1940,50.06,-5.01,British,7807,55,55,0,Wilhelm Rollmann,Caroni River
34,U-34,Sunk,2.52.00 AM,1/28/1940,48.49,-8.34,Greek,5625,,,12,Wilhelm Rollmann,Eleni Stathatou
34,U-34,Total Loss,6.58.00 PM,4/13/1940,63.45,9.57,Norwegian,595,78,78,0,Wilhelm Rollmann,HNoMS Frøya
34,U-34,Sunk,6.26.00 PM,7/5/1940,50.17,-8.48,British,1100,114,57,57,Wilhelm Rollmann,HMS Whirlwind (D 30)
34,U-34,Sunk,10.58.00 AM,7/6/1940,49.3,-9.15,Estonian,4543,33,32,1,Wilhelm Rollmann,Vapper
34,U-34,Sunk,7.14.00 AM,7/7/1940,49.5,-8.07,Dutch,2584,32,30,2,Wilhelm Rollmann,Lucrecia
34,U-34,Sunk,12.32.00 PM,7/9/1940,50.2,-12,Estonian,1865,20,20,0,Wilhelm Rollmann,Tiiu
34,U-34,Sunk,2.26.00 PM,7/10/1940,51.08,-9.22,Finnish,4596,38,34,4,Wilhelm Rollmann,Petsamo
34,U-34,Sunk,7.06.00 AM,7/11/1940,50.34,-12.1,Norwegian,2197,25,25,0,Wilhelm Rollmann,Janna
34,U-34,Sunk,3.21.00 AM,7/15/1940,51.09,-10.55,Greek,2018,23,22,1,Wilhelm Rollmann,Evdoxia
34,U-34,Sunk,12.05.00 AM,7/17/1940,48.05,-10.25,Greek,3531,28,27,1,Wilhelm Rollmann,Naftilos
34,U-34,Sunk,2.47.00 PM,7/26/1940,55.4,-16.28,British,9337,489,465,24,Wilhelm Rollmann,Accra
34,U-34,Sunk,2.47.00 PM,7/26/1940,55.43,-16.25,British,4359,32,32,0,Wilhelm Rollmann,Vinemoor
34,U-34,Sunk,2.58.00 AM,7/27/1940,56.37,-17.53,British,5260,48,48,0,Wilhelm Rollmann,Sambre
34,U-34,Sunk,3.13.00 AM,7/27/1940,56.37,-17.56,British,10364,61,36,25,Wilhelm Rollmann,Thiara
34,U-34,Sunk,7.04.00 PM,8/1/1940,58.07,1.32,British,670,42,1,41,Wilhelm Rollmann,HMS Spearfish (N 69)
35,U-35,Sunk,1.19.00 PM,9/18/1939,57.51,-9.28,British,326,11,11,0,Werner Lott,Arlita
35,U-35,Sunk,1.19.00 PM,9/18/1939,57.51,-9.28,British,295,13,13,0,Werner Lott,Lord Minto
35,U-35,Damaged,2.10.00 PM,9/21/1939,49.39,-6.39,British,6014,,,1,Werner Lott,Teakwood
35,U-35,Sunk,6.45.00 PM,10/1/1939,48.08,-7.36,Belgian,2239,20,20,0,Werner Lott,Suzon
35,U-35,Sunk,3.40.00 PM,10/3/1939,,,Greek,4990,28,28,0,Werner Lott,Diamantis
36,U-36,Sunk,7.05.00 PM,9/15/1939,58.2,2,British,974,20,20,0,Wilhelm Fröhlich,Truro
36,U-36,Sunk,5.55.00 AM,9/25/1939,58.27,4.48,Swedish,1839,19,19,0,Wilhelm Fröhlich,Silesia
36,U-36,Captured,6.10.00 AM,9/27/1939,58.27,4.08,Swedish,1617,21,21,0,Wilhelm Fröhlich,Algeria
37,U-37,Sunk,2.04.00 PM,10/8/1939,,,Swedish,1018,18,9,9,Werner Hartmann,Vistula
37,U-37,Sunk,6.05.00 PM,10/12/1939,53.28,-14.3,Greek,4810,29,27,2,Werner Hartmann,Aris
37,U-37,Sunk,8.18.00 AM,10/15/1939,48.01,-17.22,French,5186,,,2,Werner Hartmann,Vermont
37,U-37,Sunk,4.31.00 PM,10/17/1939,44.52,-14.31,British,10183,281,223,58,Werner Hartmann,Yorkshire
37,U-37,Sunk,6.16.00 AM,10/24/1939,36.01,-7.22,British,2474,25,5,20,Werner Hartmann,Menin Ridge
37,U-37,Sunk,6.16.00 AM,10/24/1939,36.01,-7.22,British,3528,31,31,0,Werner Hartmann,Ledbury
37,U-37,Sunk,9.20.00 AM,10/24/1939,35.44,-7.23,British,4413,34,32,2,Werner Hartmann,Tafna
37,U-37,Sunk,11.30.00 AM,10/30/1939,49.25,-11.18,Greek,3693,,,22,Werner Hartmann,Thrasyvoulos
37,U-37,Sunk,4.17.00 AM,2/4/1940,58.55,-0.14,Norwegian,1365,17,0,17,Werner Hartmann,Hop
37,U-37,Sunk,9.25.00 PM,2/4/1940,60.1,-0.39,British,4330,35,0,35,Werner Hartmann,Leo Dawson
37,U-37,Sunk,8.59.00 PM,2/10/1940,51.21,-11.32,Norwegian,1259,15,0,15,Werner Hartmann,Silja
37,U-37,Sunk,3.30.00 AM,2/11/1940,50.4,-11.02,British,290,,,1,Werner Hartmann,Togimo
37,U-37,Sunk,5.45.00 AM,2/15/1940,49.17,-8.15,Danish,1206,16,1,15,Werner Hartmann,Aase
37,U-37,Sunk,3.53.00 PM,2/17/1940,44.02,-10.18,British,7418,86,78,8,Werner Hartmann,Pyrrhus
37,U-37,Sunk,12.45.00 AM,2/18/1940,,,Greek,4917,,,0,Werner Hartmann,Ellin
37,U-37,Sunk,8.23.00 AM,2/18/1940,43.37,-9.15,French,3754,42,0,42,Werner Hartmann,P.L.M. 15
37,U-37,Sunk,1.36.00 AM,4/10/1940,62.52,-7.34,Swedish,9076,34,29,5,Werner Hartmann,Sveaborg
37,U-37,Sunk,3.23.00 AM,4/10/1940,62.52,-7.34,Norwegian,5128,34,32,2,Werner Hartmann,Tosca
37,U-37,Sunk,9.42.00 AM,4/12/1940,61.39,-0.07,British,4511,38,16,22,Werner Hartmann,Stancliffe
37,U-37,Sunk,6.31.00 AM,5/19/1940,57.25,-9.15,Swedish,5066,34,34,0,Victor Oehrn,Erik Frisell
37,U-37,Damaged,10.00.00 PM,5/22/1940,49.2,-8.4,British,9494,,,0,Victor Oehrn,Dunster Grange
37,U-37,Sunk,2.48.00 AM,5/24/1940,48.3,-9.3,Greek,3994,30,23,7,Victor Oehrn,Kyma
37,U-37,Sunk,3.51.00 PM,5/27/1940,43.48,-12.32,British,5008,37,5,32,Victor Oehrn,Sheaf Mead
37,U-37,Sunk,9.12.00 PM,5/27/1940,43.4,-12.16,Argentinian,3425,28,13,15,Victor Oehrn,Uruguay
37,U-37,Sunk,9.24.00 AM,5/28/1940,42.43,-11,French,10387,576,197,379,Victor Oehrn,Brazza
37,U-37,Sunk,4.30.00 PM,5/28/1940,42.5,-10.4,French,116,10,10,0,Victor Oehrn,Julien
37,U-37,Sunk,6.15.00 AM,5/29/1940,,,French,2477,,,,Victor Oehrn,Marie José
37,U-37,Sunk,7.14.00 AM,5/29/1940,42.25,-9.08,British,7406,36,18,18,Victor Oehrn,Telena
37,U-37,Sunk,11.04.00 PM,6/1/1940,,,Greek,950,,,0,Victor Oehrn,Ioanna
37,U-37,Sunk,4.56.00 AM,6/3/1940,,,Finnish,2317,21,20,1,Victor Oehrn,Snabb
37,U-37,Sunk,1.14.00 PM,8/8/1940,54.2,-15.28,British,9130,86,50,36,Victor Oehrn,Upwey Grange
37,U-37,Sunk,2.22.00 AM,8/23/1940,54.16,-23.08,Norwegian,1718,20,7,13,Victor Oehrn,Keret
37,U-37,Sunk,12.50.00 PM,8/23/1940,54.31,-25.41,British,5242,43,10,33,Victor Oehrn,Severn Leigh
37,U-37,Sunk,3.14.00 AM,8/24/1940,54.4,-27.57,British,5100,37,36,1,Victor Oehrn,Brookwood
37,U-37,Sunk,8.38.00 PM,8/24/1940,56.16,-27.19,British,1025,108,18,90,Victor Oehrn,HMS Penzance (L 28)
37,U-37,Sunk,1.46.00 AM,8/25/1940,56,-27.3,British,4141,41,36,5,Victor Oehrn,Blairmore
37,U-37,Sunk,10.30.00 PM,8/25/1940,55.1,-25.02,British,3774,39,38,1,Victor Oehrn,Yewcrest
37,U-37,Sunk,10.31.00 PM,8/27/1940,50.1,-19.5,Greek,3409,,,0,Victor Oehrn,Theodoros T.
37,U-37,Sunk,10.59.00 PM,9/27/1940,52,-19,Egyptian,2555,,0,,Victor Oehrn,Georges Mabro
37,U-37,Sunk,2.34.00 AM,9/28/1940,53.49,-24.19,British,6863,50,50,0,Victor Oehrn,Corrientes
37,U-37,Sunk,10.13.00 AM,9/30/1940,53,-18,British,5390,68,0,68,Victor Oehrn,Samala
37,U-37,Sunk,9.56.00 PM,9/30/1940,53.26,-18.33,British,2499,26,25,1,Victor Oehrn,Heminge
37,U-37,Sunk,6.55.00 PM,10/6/1940,51.42,-24.03,British,6989,47,0,47,Victor Oehrn,British General
37,U-37,Sunk,7.57.00 PM,10/13/1940,58.27,-12.36,British,5804,38,30,8,Victor Oehrn,Stangrant
37,U-37,Sunk,8.22.00 PM,12/1/1940,40.3,-13.3,British,1578,29,28,1,Asmus Nicolai Clausen,Palmella
37,U-37,Sunk,4.18.00 AM,12/2/1940,39.22,-14.22,Swedish,1258,20,4,16,Asmus Nicolai Clausen,Gwalia
37,U-37,Sunk,4.18.00 AM,12/2/1940,39.19,-13.54,British,2465,26,19,7,Asmus Nicolai Clausen,Jeanne M.
37,U-37,Sunk,4.57.00 AM,12/4/1940,38.12,-9.26,Swedish,1513,19,1,18,Asmus Nicolai Clausen,Daphne
37,U-37,Sunk,7.50.00 PM,12/16/1940,,,Spanish,223,28,27,1,Asmus Nicolai Clausen,San Carlos
37,U-37,Sunk,4.40.00 PM,12/19/1940,28.03,-12.54,French,2785,,,11,Asmus Nicolai Clausen,Rhône
37,U-37,Sunk,4.40.00 PM,12/19/1940,28.03,-12.54,French,1379,69,4,65,Asmus Nicolai Clausen,Sfax (Q 182)
37,U-37,Sunk,4.30.00 AM,2/9/1941,35.53,-13.13,British,1325,34,31,3,Asmus Nicolai Clausen,Courland
37,U-37,Sunk,4.30.00 AM,2/9/1941,35.53,-13.13,British,1983,27,21,6,Asmus Nicolai Clausen,Estrellano
37,U-37,Sunk,6.33.00 AM,2/10/1941,36.1,-16.38,British,1473,54,1,53,Asmus Nicolai Clausen,Brandenburg
37,U-37,Sunk,10.47.00 AM,3/7/1941,59.3,-25,Greek,3050,29,22,7,Asmus Nicolai Clausen,Mentor
37,U-37,Sunk,6.05.00 PM,3/12/1941,,,Icelandic,91,10,0,10,Asmus Nicolai Clausen,Pétursey
38,U-38,Sunk,6.00.00 AM,9/6/1939,38.28,-10.5,British,7242,70,63,7,Heinrich Liebe,Manaar
38,U-38,Sunk,1.50.00 PM,9/11/1939,48.14,-11.48,British,9456,49,49,0,Heinrich Liebe,Inverliffey
38,U-38,Sunk,5.09.00 PM,12/7/1939,67.52,14.28,British,4460,44,31,13,Heinrich Liebe,Thomas Walton
38,U-38,Sunk,8.19.00 AM,12/11/1939,64.36,10.42,Greek,4708,29,25,4,Heinrich Liebe,Garoufalia
38,U-38,Sunk,3.28.00 PM,12/13/1939,62.15,5.08,British,4101,39,5,34,Heinrich Liebe,Deptford
38,U-38,Sunk,9.13.00 PM,3/9/1940,,,Irish,216,11,0,11,Heinrich Liebe,Leukos
38,U-38,Sunk,11.25.00 PM,3/17/1940,60.47,-0.3,Danish,5375,33,0,33,Heinrich Liebe,Argentina
38,U-38,Sunk,1.05.00 AM,3/21/1940,60.17,-2.49,Danish,1654,23,18,5,Heinrich Liebe,Algier
38,U-38,Sunk,3.26.00 AM,3/21/1940,60.17,-2.49,Danish,3270,25,24,1,Heinrich Liebe,Christiansborg
38,U-38,Sunk,11.40.00 PM,3/26/1940,60.06,-4.36,Norwegian,3794,42,42,0,Heinrich Liebe,Cometa
38,U-38,Sunk,12.21.00 AM,4/2/1940,,,Finnish,1540,19,0,19,Heinrich Liebe,Signe
38,U-38,Sunk,7.11.00 PM,6/14/1940,50.03,-10.05,Greek,5403,24,20,4,Heinrich Liebe,Mount Myrto
38,U-38,Sunk,1.05.00 AM,6/15/1940,50.37,-8.44,Norwegian,9973,35,16,19,Heinrich Liebe,Italia
38,U-38,Sunk,1.05.00 AM,6/15/1940,50.37,-8.44,Canadian,2238,22,22,0,Heinrich Liebe,Erik Boye
38,U-38,Sunk,3.36.00 AM,6/20/1940,48.32,-6.2,Swedish,1776,21,11,10,Heinrich Liebe,Tilia Gorthon
38,U-38,Sunk,5.53.00 PM,6/21/1940,47.25,-4.55,Belgian,5809,46,41,5,Heinrich Liebe,Luxembourg
38,U-38,Sunk,2.17.00 AM,6/22/1940,47.09,-4.17,Greek,5154,32,31,1,Heinrich Liebe,Neion
38,U-38,Sunk,9.40.00 PM,8/7/1940,55.22,-13.18,British,7527,862,766,96,Heinrich Liebe,Mohamed Ali El-Kebir
38,U-38,Sunk,3.19.00 PM,8/11/1940,54.48,-13.46,British,4966,33,30,3,Heinrich Liebe,Llanfair
38,U-38,Sunk,6.15.00 AM,8/31/1940,56.2,-10,British,2508,37,1,36,Heinrich Liebe,Har Zion
38,U-38,Sunk,6.47.00 AM,10/1/1940,52.2,-19.04,British,14172,172,169,3,Heinrich Liebe,Highland Patriot
38,U-38,Sunk,9.57.00 AM,10/17/1940,58.56,-13.03,Greek,3554,29,25,4,Heinrich Liebe,Aenos
564,U-564,Sunk,6.36.00 AM,10/24/1941,36.2,-10.5,British,3670,42,18,24,Reinhard Suhren,Carsbreck
38,U-38,Sunk,10.13.00 PM,10/19/1940,57,-17,British,7653,81,72,9,Heinrich Liebe,Matheran
38,U-38,Sunk,10.13.00 PM,10/19/1940,56.35,-17.15,Dutch,6856,39,39,0,Heinrich Liebe,Bilderdijk
38,U-38,Sunk,8.03.00 PM,12/27/1940,58.1,-16.56,British,12823,90,89,1,Heinrich Liebe,Waiotira
38,U-38,Sunk,9.12.00 PM,12/31/1940,60.01,-23,Swedish,3760,35,0,35,Heinrich Liebe,Valparaiso
38,U-38,Sunk,6.29.00 PM,5/4/1941,10.15,-16.33,Swedish,5230,54,54,0,Heinrich Liebe,Japan
38,U-38,Sunk,11.05.00 AM,5/5/1941,,-16.41,British,4976,44,43,1,Heinrich Liebe,Queen Maud
38,U-38,Sunk,7.25.00 PM,5/23/1941,,-17.5,Dutch,6622,64,61,3,Heinrich Liebe,Berhala
38,U-38,Sunk,2.49.00 AM,5/24/1941,,-15.35,British,4362,42,35,7,Heinrich Liebe,Vulcain
38,U-38,Sunk,11.50.00 PM,5/29/1941,,-15.23,British,6251,60,39,21,Heinrich Liebe,Tabaristan
38,U-38,Sunk,1.11.00 PM,5/30/1941,,-14.25,British,6181,38,33,5,Heinrich Liebe,Empire Protector
38,U-38,Sunk,12.24.00 AM,5/31/1941,,-15.14,Norwegian,6029,31,18,13,Heinrich Liebe,Rinda
38,U-38,Sunk,1.08.00 AM,6/8/1941,,-29.4,British,7628,62,48,14,Heinrich Liebe,Kingston Hill
38,U-38,Sunk,2.50.00 AM,8/18/1941,61.26,-30.5,Panamanian,1700,27,3,24,Heinrich Schuch,Longtaker
41,U-41,Captured,5.05.00 AM,9/16/1939,58,4,Finnish,974,,,0,Gustav-Adolf Mugler,Vega
41,U-41,Captured,5.05.00 AM,9/16/1939,58,4,Finnish,1099,,,0,Gustav-Adolf Mugler,Suomen Poika
41,U-41,Sunk,7.00.00 AM,11/12/1939,58.32,-7.55,British,275,13,7,6,Gustav-Adolf Mugler,Cresswell
41,U-41,Sunk,9.55.00 AM,11/12/1939,58.51,-8.07,Norwegian,11019,39,34,5,Gustav-Adolf Mugler,Arne Kjøde
41,U-41,Sunk,5.06.00 PM,11/19/1939,44.12,-11.07,British,1351,27,11,16,Gustav-Adolf Mugler,Darino
41,U-41,Sunk,12.50.00 PM,11/21/1939,45.35,-3.22,French,296,15,15,0,Gustav-Adolf Mugler,Les Barges II
41,U-41,Damaged,3.32.00 AM,2/5/1940,49.14,-8.34,Dutch,8096,,,0,Gustav-Adolf Mugler,Ceronia
41,U-41,Sunk,1.10.00 PM,2/5/1940,49.2,-10.07,British,9874,77,76,1,Gustav-Adolf Mugler,Beaverburn
207,U-207,Sunk,2.45.00 AM,9/11/1941,63.05,-37.5,British,4803,49,7,42,Fritz Meyer,Stonepool
43,U-43,Sunk,2.07.00 PM,11/16/1939,48.14,-11.42,British,4915,35,28,7,Wilhelm Ambrosius,Arlington Court
43,U-43,Sunk,4.05.00 PM,11/22/1939,45.4,-4.5,French,4374,41,25,16,Wilhelm Ambrosius,Arijon
43,U-43,Sunk,10.56.00 PM,11/25/1939,43.22,-11.27,British,2483,25,23,2,Wilhelm Ambrosius,Uskmouth
43,U-43,Sunk,4.36.00 PM,6/21/1940,39.4,-11.34,British,8627,50,45,5,Wilhelm Ambrosius,Yarraville
43,U-43,Sunk,10.27.00 PM,6/30/1940,46.46,-12.17,British,13376,85,84,1,Wilhelm Ambrosius,Avelona Star
43,U-43,Sunk,9.19.00 PM,7/9/1940,48.39,-13.33,British,3944,35,35,0,Wilhelm Ambrosius,Aylesbury
43,U-43,Sunk,10.40.00 AM,7/17/1940,56.09,-12.3,British,3509,33,21,12,Wilhelm Ambrosius,Fellside
43,U-43,Sunk,1.30.00 PM,9/25/1940,53.43,-20.1,British,5802,57,56,1,Wilhelm Ambrosius,Sulairia
43,U-43,Sunk,9.01.00 AM,12/2/1940,56.04,-18.45,British,7113,52,0,52,Wolfgang Lüth,Pacific President
43,U-43,Sunk,9.41.00 AM,12/2/1940,56.04,-18.3,British,12247,44,0,44,Wolfgang Lüth,Victor Ross
43,U-43,Sunk,10.48.00 PM,12/6/1940,53,-21,Norwegian,1902,23,0,23,Wolfgang Lüth,Skrim
43,U-43,Damaged,8.46.00 PM,12/13/1940,49.5,-20.55,British,10350,63,,,Wolfgang Lüth,Orari
43,U-43,Sunk,4.15.00 AM,5/15/1941,48,-15,French,488,38,10,28,Wolfgang Lüth,Notre Dame du Châtelet
43,U-43,Sunk,8.24.00 PM,6/6/1941,49.25,-40.54,Dutch,4802,34,10,24,Wolfgang Lüth,Yselhaven
43,U-43,Sunk,3.15.00 AM,6/17/1941,49.09,-25.05,British,2727,27,3,24,Wolfgang Lüth,Cathrine
43,U-43,Sunk,4.11.00 AM,11/29/1941,41.5,-29.48,British,5569,80,0,80,Wolfgang Lüth,Thornliebank
43,U-43,Sunk,7.26.00 PM,11/30/1941,36.54,-29.51,British,4868,50,33,17,Wolfgang Lüth,Ashby
43,U-43,Sunk,5.00.00 PM,12/2/1941,35.4,-24,American,7542,37,0,37,Wolfgang Lüth,Astral
43,U-43,Sunk,8.02.00 AM,1/12/1942,57,-26,Swedish,5246,40,2,38,Wolfgang Lüth,Yngaren
43,U-43,Sunk,2.54.00 AM,1/14/1942,58.42,-19.16,British,6641,53,6,47,Wolfgang Lüth,Empire Surf
43,U-43,Sunk,4.53.00 AM,1/14/1942,58.3,-19.4,Panamanian,5707,38,21,17,Wolfgang Lüth,Chepo
43,U-43,Total Loss,9.56.00 AM,11/18/1942,50.45,-45.53,American,9131,60,60,0,Hans-Joachim Schwantke,Brilliant
43,U-43,Sunk,9.53.00 PM,3/3/1943,29.1,-34.1,German,5154,365,1,364,Hans-Joachim Schwantke,Doggerbank
44,U-44,Sunk,12.13.00 AM,1/15/1940,47.2,-6.16,Norwegian,1590,20,5,15,Ludwig Mathes,Fagerheim
44,U-44,Sunk,7.05.00 AM,1/15/1940,46.55,-6.34,Dutch,7906,65,65,0,Ludwig Mathes,Arendskerk
44,U-44,Sunk,6.11.00 AM,1/16/1940,48.3,-9.1,Greek,4661,31,0,31,Ludwig Mathes,Panachrandos
44,U-44,Sunk,10.19.00 AM,1/18/1940,,,Danish,1831,26,26,0,Ludwig Mathes,Canadian Reefer
44,U-44,Sunk,4.15.00 AM,1/20/1940,40.2,-10.07,Greek,5329,,,6,Ludwig Mathes,Ekatontarchos Dracoulis
44,U-44,Sunk,11.40.00 AM,1/24/1940,39.01,-9.54,French,3819,,,4,Ludwig Mathes,Alsacien
44,U-44,Sunk,4.11.00 AM,1/25/1940,41.05,-9.22,French,2769,17,9,8,Ludwig Mathes,Tourny
44,U-44,Sunk,8.00.00 PM,1/28/1940,,,Greek,2980,25,0,25,Ludwig Mathes,Flora
45,U-45,Sunk,eight,10/14/1939,50.25,-13.1,British,9205,62,62,0,Alexander Gelhaar,Lochavon
45,U-45,Sunk,,10/14/1939,50.2,-12.45,French,10108,,,7,Alexander Gelhaar,Bretagne
46,U-46,Sunk,8.00.00 AM,10/17/1939,44.57,-13.36,British,7028,85,78,7,Herbert Sohler,City of Mandalay
46,U-46,Sunk,4.40.00 AM,12/21/1939,58.07,1.32,Norwegian,924,15,15,0,Herbert Sohler,Rudolf
46,U-46,Sunk,1.13.00 PM,6/6/1940,53.13,-10.4,British,20277,,,4,Engelbert Endrass,HMS Carinthia
46,U-46,Sunk,1.05.00 PM,6/9/1940,45,-14.3,Finnish,2155,24,19,5,Engelbert Endrass,Margareta
46,U-46,Damaged,11.04.00 PM,6/11/1940,43.42,-13.2,British,8782,59,59,0,Engelbert Endrass,Athelprince
46,U-46,Sunk,7.38.00 PM,6/12/1940,44.16,-13.54,British,4223,37,5,32,Engelbert Endrass,Barbara Marie
46,U-46,Sunk,7.38.00 PM,6/12/1940,44.16,-13.54,British,5041,51,51,0,Engelbert Endrass,Willowbank
46,U-46,Sunk,1.30.00 AM,6/17/1940,43.46,-14.06,Greek,3651,28,28,0,Engelbert Endrass,Elpis
46,U-46,Damaged,1.02.00 PM,8/16/1940,57.16,-17.02,Dutch,6189,,,0,Engelbert Endrass,Alcinous
46,U-46,Total Loss,9.50.00 PM,8/20/1940,55.13,-10.38,Greek,2080,,,16,Engelbert Endrass,Leonidas M. Valmas
46,U-46,Sunk,9.47.00 PM,8/27/1940,55.05,-11,British,15007,277,250,27,Engelbert Endrass,HMS Dunvegan Castle
46,U-46,Sunk,4.01.00 PM,8/31/1940,56.3,-13,Belgian,7461,53,53,0,Engelbert Endrass,Ville de Hasselt
46,U-46,Sunk,10.04.00 PM,9/2/1940,55.41,-14.2,British,4261,36,33,3,Engelbert Endrass,Thornlea
46,U-46,Sunk,8.00.00 PM,9/4/1940,47.5,-9.12,Irish,1074,18,18,0,Engelbert Endrass,Luimneach
46,U-46,Sunk,1.53.00 AM,9/26/1940,,,British,862,16,0,16,Engelbert Endrass,Coast Wings
46,U-46,Sunk,9.20.00 PM,9/26/1940,,,Swedish,3058,27,18,9,Engelbert Endrass,Siljan
46,U-46,Sunk,9.04.00 PM,10/18/1940,57.31,-13.1,British,4885,37,37,0,Engelbert Endrass,Beatus
46,U-46,Sunk,9.04.00 PM,10/18/1940,57.22,-11.11,Swedish,1996,,,0,Engelbert Endrass,Convallaria
46,U-46,Sunk,10.25.00 PM,10/18/1940,57.14,-11,Swedish,1572,23,23,0,Engelbert Endrass,Gunborg
46,U-46,Sunk,11.47.00 PM,10/19/1940,57,-16,British,4548,38,7,31,Engelbert Endrass,Ruperra
46,U-46,Sunk,3.25.00 AM,10/20/1940,56.36,-15.03,Swedish,9965,37,33,4,Engelbert Endrass,Janus
46,U-46,Sunk,5.50.00 PM,3/29/1941,59.27,-24.36,Swedish,1751,26,10,16,Engelbert Endrass,Liguria
46,U-46,Sunk,10.33.00 AM,3/31/1941,57.58,-30.31,Swedish,8714,36,21,15,Engelbert Endrass,Castor
46,U-46,Sunk,11.29.00 PM,4/2/1941,58.21,-28.3,British,7000,50,50,0,Engelbert Endrass,British Reliance
73,U-73,Sunk,12.42.00 AM,4/3/1941,58.21,-27.59,British,4313,39,39,0,Helmut Rosenbaum,Alderpool
407,U-407,Damaged,5.04.00 PM,2/29/1944,35.36,35.33,British,6207,66,66,0,Hubertus Korndörfer,Ensis
46,U-46,Sunk,12.01.00 AM,6/9/1941,48.25,-26.12,British,5623,51,43,8,Engelbert Endrass,Phidias
47,U-47,Sunk,8.15.00 AM,9/5/1939,45.29,-9.45,British,2407,33,32,1,Günther Prien,Bosnia
47,U-47,Sunk,2.18.00 PM,9/6/1939,46.3,-12,British,4086,41,41,0,Günther Prien,Rio Claro
47,U-47,Sunk,5.47.00 PM,9/7/1939,47.04,-11.32,British,1777,25,25,0,Günther Prien,Gartavon
